PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,HasCabin,FamilySize,IsAlone,Title,AgeBand,FareBand
47,0,3,0,25.0,1,0,15.5,2.0,0,2,0,1,1,2
48,1,3,1,21.5,0,0,7.75,2.0,0,1,1,2,1,0
49,0,3,0,25.0,2,0,21.6792,1.0,0,3,0,1,1,2
50,0,3,1,18.0,1,0,17.8,0.0,0,2,0,3,1,2
51,0,3,0,7.0,4,1,39.6875,0.0,0,6,0,4,0,3
52,0,3,0,21.0,0,0,7.8,0.0,0,1,1,1,1,0
53,1,1,1,49.0,1,0,76.7292,1.0,1,2,0,3,3,3
54,1,2,1,29.0,1,0,26.0,0.0,0,2,0,3,1,2
55,0,1,0,65.0,0,1,61.9792,1.0,1,2,0,1,4,3
56,1,1,0,40.0,0,0,35.5,0.0,1,1,1,1,2,3
57,1,2,1,21.0,0,0,10.5,0.0,0,1,1,2,1,1
58,0,3,0,28.5,0,0,7.2292,1.0,0,1,1,1,1,0
59,1,2,1,5.0,1,2,27.75,0.0,0,4,0,2,0,2
60,0,3,0,11.0,5,2,46.9,0.0,0,8,0,4,0,3
61,0,3,0,22.0,0,0,7.2292,1.0,0,1,1,1,1,0
62,1,1,1,38.0,0,0,80.0,0.0,1,1,1,2,2,3
63,0,1,0,45.0,1,0,83.475,0.0,1,2,0,1,2,3
64,0,3,0,4.0,3,2,27.9,0.0,0,6,0,4,0,2
65,0,1,0,40.0,0,0,27.7208,1.0,0,1,1,1,2,2
66,1,3,0,25.0,1,1,15.2458,1.0,0,3,0,4,1,2
67,1,2,1,29.0,0,0,10.5,0.0,1,1,1,3,1,1
68,0,3,0,19.0,0,0,8.1583,0.0,0,1,1,1,1,1
69,1,3,1,17.0,4,2,7.925,0.0,0,7,0,2,1,1
70,0,3,0,26.0,2,0,8.6625,0.0,0,3,0,1,1,1
71,0,2,0,32.0,0,0,10.5,0.0,0,1,1,1,1,1
72,0,3,1,16.0,5,2,46.9,0.0,0,8,0,2,0,3
73,0,2,0,21.0,0,0,73.5,0.0,0,1,1,1,1,3
74,0,3,0,26.0,1,0,14.4542,1.0,0,2,0,1,1,1
75,1,3,0,32.0,0,0,56.4958,0.0,0,1,1,1,1,3
76,0,3,0,25.0,0,0,7.65,0.0,1,1,1,1,1,0
77,0,3,0,25.0,0,0,7.8958,0.0,0,1,1,1,1,0
78,0,3,0,25.0,0,0,8.05,0.0,0,1,1,1,1,1
79,1,2,0,0.83,0,2,29.0,0.0,0,3,0,4,0,2
80,1,3,1,30.0,0,0,12.475,0.0,0,1,1,2,1,1
81,0,3,0,22.0,0,0,9.0,0.0,0,1,1,1,1,1
82,1,3,0,29.0,0,0,9.5,0.0,0,1,1,1,1,1
83,1,3,1,21.5,0,0,7.7875,2.0,0,1,1,2,1,0
84,0,1,0,28.0,0,0,47.1,0.0,0,1,1,1,1,3
85,1,2,1,17.0,0,0,10.5,0.0,0,1,1,2,1,1
86,1,3,1,33.0,3,0,15.85,0.0,0,4,0,3,2,2
87,0,3,0,16.0,1,3,34.375,0.0,0,5,0,1,0,3
88,0,3,0,25.0,0,0,8.05,0.0,0,1,1,1,1,1
89,1,1,1,23.0,3,2,263.0,0.0,1,6,0,2,1,3
90,0,3,0,24.0,0,0,8.05,0.0,0,1,1,1,1,1
91,0,3,0,29.0,0,0,8.05,0.0,0,1,1,1,1,1
92,0,3,0,20.0,0,0,7.8542,0.0,0,1,1,1,1,0
93,0,1,0,46.0,1,0,61.175,0.0,1,2,0,1,2,3
94,0,3,0,26.0,1,2,20.575,0.0,0,4,0,1,1,2
95,0,3,0,59.0,0,0,7.25,0.0,0,1,1,1,3,0
96,0,3,0,25.0,0,0,8.05,0.0,0,1,1,1,1,1
97,0,1,0,71.0,0,0,34.6542,1.0,1,1,1,1,4,3
98,1,1,0,23.0,0,1,63.3583,1.0,1,2,0,1,1,3
99,1,2,1,34.0,0,1,23.0,0.0,0,2,0,3,2,2
100,0,2,0,34.0,1,0,26.0,0.0,0,2,0,1,2,2
101,0,3,1,28.0,0,0,7.8958,0.0,0,1,1,2,1,0
102,0,3,0,25.0,0,0,7.8958,0.0,0,1,1,1,1,0
103,0,1,0,21.0,0,1,77.2875,0.0,1,2,0,1,1,3
104,0,3,0,33.0,0,0,8.6542,0.0,0,1,1,1,2,1
105,0,3,0,37.0,2,0,7.925,0.0,0,3,0,1,2,1
106,0,3,0,28.0,0,0,7.8958,0.0,0,1,1,1,1,0
107,1,3,1,21.0,0,0,7.65,0.0,0,1,1,2,1,0
108,1,3,0,25.0,0,0,7.775,0.0,0,1,1,1,1,0
109,0,3,0,38.0,0,0,7.8958,0.0,0,1,1,1,2,0
110,1,3,1,21.5,1,0,24.15,2.0,0,2,0,2,1,2
111,0,1,0,47.0,0,0,52.0,0.0,1,1,1,1,2,3
112,0,3,1,14.5,1,0,14.4542,1.0,0,2,0,2,0,1
113,0,3,0,22.0,0,0,8.05,0.0,0,1,1,1,1,1
114,0,3,1,20.0,1,0,9.825,0.0,0,2,0,2,1,1
115,0,3,1,17.0,0,0,14.4583,1.0,0,1,1,2,1,2
116,0,3,0,21.0,0,0,7.925,0.0,0,1,1,1,1,1
117,0,3,0,70.5,0,0,7.75,2.0,0,1,1,1,4,0
118,0,2,0,29.0,1,0,21.0,0.0,0,2,0,1,1,2
119,0,1,0,24.0,0,1,247.5208,1.0,1,2,0,1,1,3
120,0,3,1,2.0,4,2,31.275,0.0,0,7,0,2,0,3
121,0,2,0,21.0,2,0,73.5,0.0,0,3,0,1,1,3
122,0,3,0,25.0,0,0,8.05,0.0,0,1,1,1,1,1
123,0,2,0,32.5,1,0,30.0708,1.0,0,2,0,1,2,2
124,1,2,1,32.5,0,0,13.0,0.0,1,1,1,2,2,1
125,0,1,0,54.0,0,1,77.2875,0.0,1,2,0,1,3,3
126,1,3,0,12.0,1,0,11.2417,1.0,0,2,0,4,0,1
127,0,3,0,25.0,0,0,7.75,2.0,0,1,1,1,1,0
128,1,3,0,24.0,0,0,7.1417,0.0,0,1,1,1,1,0
129,1,3,1,21.5,1,1,22.3583,1.0,1,3,0,2,1,2
130,0,3,0,45.0,0,0,6.975,0.0,0,1,1,1,2,0
131,0,3,0,33.0,0,0,7.8958,1.0,0,1,1,1,2,0
132,0,3,0,20.0,0,0,7.05,0.0,0,1,1,1,1,0
133,0,3,1,47.0,1,0,14.5,0.0,0,2,0,3,2,2
134,1,2,1,29.0,1,0,26.0,0.0,0,2,0,3,1,2
135,0,2,0,25.0,0,0,13.0,0.0,0,1,1,1,1,1
136,0,2,0,23.0,0,0,15.0458,1.0,0,1,1,1,1,2
137,1,1,1,19.0,0,2,26.2833,0.0,1,3,0,2,1,2
138,0,1,0,37.0,1,0,53.1,0.0,1,2,0,1,2,3
139,0,3,0,16.0,0,0,9.2167,0.0,0,1,1,1,0,1
140,0,1,0,24.0,0,0,79.2,1.0,1,1,1,1,1,3
141,0,3,1,21.5,0,2,15.2458,1.0,0,3,0,3,1,2
142,1,3,1,22.0,0,0,7.75,0.0,0,1,1,2,1,0
143,1,3,1,24.0,1,0,15.85,0.0,0,2,0,3,1,2
144,0,3,0,19.0,0,0,6.75,2.0,0,1,1,1,1,0
145,0,2,0,18.0,0,0,11.5,0.0,0,1,1,1,1,1
146,0,2,0,19.0,1,1,36.75,0.0,0,3,0,1,1,3
147,1,3,0,27.0,0,0,7.7958,0.0,0,1,1,1,1,0
148,0,3,1,9.0,2,2,34.375,0.0,0,5,0,2,0,3
149,0,2,0,36.5,0,2,26.0,0.0,1,3,0,1,2,2
150,0,2,0,42.0,0,0,13.0,0.0,0,1,1,5,2,1
151,0,2,0,51.0,0,0,12.525,0.0,0,1,1,5,3,1
152,1,1,1,22.0,1,0,66.6,0.0,1,2,0,3,1,3
153,0,3,0,55.5,0,0,8.05,0.0,0,1,1,1,3,1
154,0,3,0,40.5,0,2,14.5,0.0,0,3,0,1,2,2
155,0,3,0,25.0,0,0,7.3125,0.0,0,1,1,1,1,0
156,0,1,0,51.0,0,1,61.3792,1.0,0,2,0,1,3,3
157,1,3,1,16.0,0,0,7.7333,2.0,0,1,1,2,0,0
158,0,3,0,30.0,0,0,8.05,0.0,0,1,1,1,1,1
159,0,3,0,25.0,0,0,8.6625,0.0,0,1,1,1,1,1
160,0,3,0,25.0,8,2,69.55,0.0,0,11,0,4,1,3
161,0,3,0,44.0,0,1,16.1,0.0,0,2,0,1,2,2
162,1,2,1,40.0,0,0,15.75,0.0,0,1,1,3,2,2
163,0,3,0,26.0,0,0,7.775,0.0,0,1,1,1,1,0
164,0,3,0,17.0,0,0,8.6625,0.0,0,1,1,1,1,1
165,0,3,0,1.0,4,1,39.6875,0.0,0,6,0,4,0,3
166,1,3,0,9.0,0,2,20.525,0.0,0,3,0,4,0,2
167,1,1,1,35.0,0,1,55.0,0.0,1,2,0,3,2,3
168,0,3,1,45.0,1,4,27.9,0.0,0,6,0,3,2,2
169,0,1,0,40.0,0,0,25.925,0.0,0,1,1,1,2,2
170,0,3,0,28.0,0,0,56.4958,0.0,0,1,1,1,1,3
171,0,1,0,61.0,0,0,33.5,0.0,1,1,1,1,3,3
172,0,3,0,4.0,4,1,29.125,2.0,0,6,0,4,0,2
173,1,3,1,1.0,1,1,11.1333,0.0,0,3,0,2,0,1
174,0,3,0,21.0,0,0,7.925,0.0,0,1,1,1,1,1
175,0,1,0,56.0,0,0,30.6958,1.0,1,1,1,1,3,2
176,0,3,0,18.0,1,1,7.8542,0.0,0,3,0,1,1,0
177,0,3,0,25.0,3,1,25.4667,0.0,0,5,0,4,1,2
178,0,1,1,50.0,0,0,28.7125,1.0,1,1,1,2,3,2
179,0,2,0,30.0,0,0,13.0,0.0,0,1,1,1,1,1
180,0,3,0,36.0,0,0,0.0,0.0,0,1,1,1,2,0
181,0,3,1,21.5,8,2,69.55,0.0,0,11,0,2,1,3
182,0,2,0,30.0,0,0,15.05,1.0,0,1,1,1,1,2
183,0,3,0,9.0,4,2,31.3875,0.0,0,7,0,4,0,3
184,1,2,0,1.0,2,1,39.0,0.0,1,4,0,4,0,3
185,1,3,1,4.0,0,2,22.025,0.0,0,3,0,2,0,2
186,0,1,0,40.0,0,0,50.0,0.0,1,1,1,1,2,3
187,1,3,1,21.5,1,0,15.5,2.0,0,2,0,3,1,2
188,1,1,0,45.0,0,0,26.55,0.0,0,1,1,1,2,2
189,0,3,0,40.0,1,1,15.5,2.0,0,3,0,1,2,2
190,0,3,0,36.0,0,0,7.8958,0.0,0,1,1,1,2,0
191,1,2,1,32.0,0,0,13.0,0.0,0,1,1,3,1,1
192,0,2,0,19.0,0,0,13.0,0.0,0,1,1,1,1,1
193,1,3,1,19.0,1,0,7.8542,0.0,0,2,0,2,1,0
194,1,2,0,3.0,1,1,26.0,0.0,1,3,0,4,0,2
195,1,1,1,44.0,0,0,27.7208,1.0,1,1,1,3,2,2
196,1,1,1,58.0,0,0,146.5208,1.0,1,1,1,2,3,3
197,0,3,0,25.0,0,0,7.75,2.0,0,1,1,1,1,0
198,0,3,0,42.0,0,1,8.4042,0.0,0,2,0,1,2,1
199,1,3,1,21.5,0,0,7.75,2.0,0,1,1,2,1,0
200,0,2,1,24.0,0,0,13.0,0.0,0,1,1,2,1,1
201,0,3,0,28.0,0,0,9.5,0.0,0,1,1,1,1,1
202,0,3,0,25.0,8,2,69.55,0.0,0,11,0,1,1,3
203,0,3,0,34.0,0,0,6.4958,0.0,0,1,1,1,2,0
204,0,3,0,45.5,0,0,7.225,1.0,0,1,1,1,2,0
205,1,3,0,18.0,0,0,8.05,0.0,0,1,1,1,1,1
206,0,3,1,2.0,0,1,10.4625,0.0,1,2,0,2,0,1
207,0,3,0,32.0,1,0,15.85,0.0,0,2,0,1,1,2
208,1,3,0,26.0,0,0,18.7875,1.0,0,1,1,1,1,2
209,1,3,1,16.0,0,0,7.75,2.0,0,1,1,2,0,0
210,1,1,0,40.0,0,0,31.0,1.0,1,1,1,1,2,2
211,0,3,0,24.0,0,0,7.05,0.0,0,1,1,1,1,0
212,1,2,1,35.0,0,0,21.0,0.0,0,1,1,2,2,2
213,0,3,0,22.0,0,0,7.25,0.0,0,1,1,1,1,0
214,0,2,0,30.0,0,0,13.0,0.0,0,1,1,1,1,1
215,0,3,0,25.0,1,0,7.75,2.0,0,2,0,1,1,0
216,1,1,1,31.0,1,0,113.275,1.0,1,2,0,2,1,3
217,1,3,1,27.0,0,0,7.925,0.0,0,1,1,2,1,1
218,0,2,0,42.0,1,0,27.0,0.0,0,2,0,1,2,2
219,1,1,1,32.0,0,0,76.2917,1.0,1,1,1,2,1,3
220,0,2,0,30.0,0,0,10.5,0.0,0,1,1,1,1,1
221,1,3,0,16.0,0,0,8.05,0.0,0,1,1,1,0,1
222,0,2,0,27.0,0,0,13.0,0.0,0,1,1,1,1,1
223,0,3,0,51.0,0,0,8.05,0.0,0,1,1,1,3,1
224,0,3,0,25.0,0,0,7.8958,0.0,0,1,1,1,1,0
225,1,1,0,38.0,1,0,90.0,0.0,1,2,0,1,2,3
226,0,3,0,22.0,0,0,9.35,0.0,0,1,1,1,1,1
227,1,2,0,19.0,0,0,10.5,0.0,0,1,1,1,1,1
228,0,3,0,20.5,0,0,7.25,0.0,0,1,1,1,1,0
229,0,2,0,18.0,0,0,13.0,0.0,0,1,1,1,1,1
230,0,3,1,21.5,3,1,25.4667,0.0,0,5,0,2,1,2
231,1,1,1,35.0,1,0,83.475,0.0,1,2,0,3,2,3
232,0,3,0,29.0,0,0,7.775,0.0,0,1,1,1,1,0
233,0,2,0,59.0,0,0,13.5,0.0,0,1,1,1,3,1
234,1,3,1,5.0,4,2,31.3875,0.0,0,7,0,2,0,3
235,0,2,0,24.0,0,0,10.5,0.0,0,1,1,1,1,1
236,0,3,1,21.5,0,0,7.55,0.0,0,1,1,2,1,0
237,0,2,0,44.0,1,0,26.0,0.0,0,2,0,1,2,2
238,1,2,1,8.0,0,2,26.25,0.0,0,3,0,2,0,2
239,0,2,0,19.0,0,0,10.5,0.0,0,1,1,1,1,1
240,0,2,0,33.0,0,0,12.275,0.0,0,1,1,1,2,1
241,0,3,1,21.5,1,0,14.4542,1.0,0,2,0,2,1,1
242,1,3,1,21.5,1,0,15.5,2.0,0,2,0,2,1,2
243,0,2,0,29.0,0,0,10.5,0.0,0,1,1,1,1,1
244,0,3,0,22.0,0,0,7.125,0.0,0,1,1,1,1,0
245,0,3,0,30.0,0,0,7.225,1.0,0,1,1,1,1,0
246,0,1,0,44.0,2,0,90.0,2.0,1,3,0,5,2,3
247,0,3,1,25.0,0,0,7.775,0.0,0,1,1,2,1,0
248,1,2,1,24.0,0,2,14.5,0.0,0,3,0,3,1,2
249,1,1,0,37.0,1,1,52.5542,0.0,1,3,0,1,2,3
250,0,2,0,54.0,1,0,26.0,0.0,0,2,0,5,3,2
251,0,3,0,25.0,0,0,7.25,0.0,0,1,1,1,1,0
252,0,3,1,29.0,1,1,10.4625,0.0,1,3,0,3,1,1
253,0,1,0,62.0,0,0,26.55,0.0,1,1,1,1,3,2
254,0,3,0,30.0,1,0,16.1,0.0,0,2,0,1,1,2
255,0,3,1,41.0,0,2,20.2125,0.0,0,3,0,3,2,2
256,1,3,1,29.0,0,2,15.2458,1.0,0,3,0,3,1,2
257,1,1,1,35.0,0,0,79.2,1.0,0,1,1,3,2,3
258,1,1,1,30.0,0,0,86.5,0.0,1,1,1,2,1,3
259,1,1,1,35.0,0,0,512.3292,1.0,0,1,1,2,2,3
260,1,2,1,50.0,0,1,26.0,0.0,0,2,0,3,3,2
261,0,3,0,25.0,0,0,7.75,2.0,0,1,1,1,1,0
262,1,3,0,3.0,4,2,31.3875,0.0,0,7,0,4,0,3
263,0,1,0,52.0,1,1,79.65,0.0,1,3,0,1,3,3
264,0,1,0,40.0,0,0,0.0,0.0,1,1,1,1,2,0
265,0,3,1,21.5,0,0,7.75,2.0,0,1,1,2,1,0
266,0,2,0,36.0,0,0,10.5,0.0,0,1,1,1,2,1
267,0,3,0,16.0,4,1,39.6875,0.0,0,6,0,1,0,3
268,1,3,0,25.0,1,0,7.775,0.0,0,2,0,1,1,0
269,1,1,1,58.0,0,1,153.4625,0.0,1,2,0,3,3,3
270,1,1,1,35.0,0,0,135.6333,0.0,1,1,1,2,2,3
271,0,1,0,40.0,0,0,31.0,0.0,0,1,1,1,2,2
272,1,3,0,25.0,0,0,0.0,0.0,0,1,1,1,1,0
273,1,2,1,41.0,0,1,19.5,0.0,0,2,0,3,2,2
274,0,1,0,37.0,0,1,29.7,1.0,1,2,0,1,2,2
275,1,3,1,21.5,0,0,7.75,2.0,0,1,1,2,1,0
276,1,1,1,63.0,1,0,77.9583,0.0,1,2,0,2,3,3
277,0,3,1,45.0,0,0,7.75,0.0,0,1,1,2,2,0
278,0,2,0,30.0,0,0,0.0,0.0,0,1,1,1,1,0
279,0,3,0,7.0,4,1,29.125,2.0,0,6,0,4,0,2
280,1,3,1,35.0,1,1,20.25,0.0,0,3,0,3,2,2
281,0,3,0,65.0,0,0,7.75,2.0,0,1,1,1,4,0
282,0,3,0,28.0,0,0,7.8542,0.0,0,1,1,1,1,0
283,0,3,0,16.0,0,0,9.5,0.0,0,1,1,1,0,1
284,1,3,0,19.0,0,0,8.05,0.0,0,1,1,1,1,1
285,0,1,0,40.0,0,0,26.0,0.0,1,1,1,1,2,2
286,0,3,0,33.0,0,0,8.6625,1.0,0,1,1,1,2,1
287,1,3,0,30.0,0,0,9.5,0.0,0,1,1,1,1,1
288,0,3,0,22.0,0,0,7.8958,0.0,0,1,1,1,1,0
289,1,2,0,42.0,0,0,13.0,0.0,0,1,1,1,2,1
290,1,3,1,22.0,0,0,7.75,2.0,0,1,1,2,1,0
291,1,1,1,26.0,0,0,78.85,0.0,0,1,1,2,1,3
292,1,1,1,19.0,1,0,91.0792,1.0,1,2,0,3,1,3
293,0,2,0,36.0,0,0,12.875,1.0,1,1,1,1,2,1
294,0,3,1,24.0,0,0,8.85,0.0,0,1,1,2,1,1
295,0,3,0,24.0,0,0,7.8958,0.0,0,1,1,1,1,0
296,0,1,0,40.0,0,0,27.7208,1.0,0,1,1,1,2,2
297,0,3,0,23.5,0,0,7.2292,1.0,0,1,1,1,1,0
298,0,1,1,2.0,1,2,151.55,0.0,1,4,0,2,0,3
299,1,1,0,40.0,0,0,30.5,0.0,1,1,1,1,2,2
300,1,1,1,50.0,0,1,247.5208,1.0,1,2,0,3,3,3
301,1,3,1,21.5,0,0,7.75,2.0,0,1,1,2,1,0
302,1,3,0,25.0,2,0,23.25,2.0,0,3,0,1,1,2
303,0,3,0,19.0,0,0,0.0,0.0,0,1,1,1,1,0
304,1,2,1,28.0,0,0,12.35,2.0,1,1,1,2,1,1
305,0,3,0,25.0,0,0,8.05,0.0,0,1,1,1,1,1
306,1,1,0,0.92,1,2,151.55,0.0,1,4,0,4,0,3
307,1,1,1,35.0,0,0,110.8833,1.0,0,1,1,2,2,3
308,1,1,1,17.0,1,0,108.9,1.0,1,2,0,3,1,3
309,0,2,0,30.0,1,0,24.0,1.0,0,2,0,1,1,2
310,1,1,1,30.0,0,0,56.9292,1.0,1,1,1,2,1,3
311,1,1,1,24.0,0,0,83.1583,1.0,1,1,1,2,1,3
312,1,1,1,18.0,2,2,262.375,1.0,1,5,0,2,1,3
313,0,2,1,26.0,1,1,26.0,0.0,0,3,0,3,1,2
314,0,3,0,28.0,0,0,7.8958,0.0,0,1,1,1,1,0
315,0,2,0,43.0,1,1,26.25,0.0,0,3,0,1,2,2
316,1,3,1,26.0,0,0,7.8542,0.0,0,1,1,2,1,0
317,1,2,1,24.0,1,0,26.0,0.0,0,2,0,3,1,2
318,0,2,0,54.0,0,0,14.0,0.0,0,1,1,5,3,1
319,1,1,1,31.0,0,2,164.8667,0.0,1,3,0,2,1,3
320,1,1,1,40.0,1,1,134.5,1.0,1,3,0,3,2,3
321,0,3,0,22.0,0,0,7.25,0.0,0,1,1,1,1,0
322,0,3,0,27.0,0,0,7.8958,0.0,0,1,1,1,1,0
323,1,2,1,30.0,0,0,12.35,2.0,0,1,1,2,1,1
324,1,2,1,22.0,1,1,29.0,0.0,0,3,0,3,1,2
325,0,3,0,25.0,8,2,69.55,0.0,0,11,0,1,1,3
326,1,1,1,36.0,0,0,135.6333,1.0,1,1,1,2,2,3
327,0,3,0,61.0,0,0,6.2375,0.0,0,1,1,1,3,0
328,1,2,1,36.0,0,0,13.0,0.0,1,1,1,3,2,1
329,1,3,1,31.0,1,1,20.525,0.0,0,3,0,3,1,2
330,1,1,1,16.0,0,1,57.9792,1.0,1,2,0,2,0,3
331,1,3,1,21.5,2,0,23.25,2.0,0,3,0,2,1,2
332,0,1,0,45.5,0,0,28.5,0.0,1,1,1,1,2,2
333,0,1,0,38.0,0,1,153.4625,0.0,1,2,0,1,2,3
334,0,3,0,16.0,2,0,18.0,0.0,0,3,0,1,0,2
335,1,1,1,35.0,1,0,133.65,0.0,0,2,0,3,2,3
336,0,3,0,25.0,0,0,7.8958,0.0,0,1,1,1,1,0
337,0,1,0,29.0,1,0,66.6,0.0,1,2,0,1,1,3
338,1,1,1,41.0,0,0,134.5,1.0,1,1,1,2,2,3
339,1,3,0,45.0,0,0,8.05,0.0,0,1,1,1,2,1
340,0,1,0,45.0,0,0,35.5,0.0,1,1,1,1,2,3
341,1,2,0,2.0,1,1,26.0,0.0,1,3,0,4,0,2
342,1,1,1,24.0,3,2,263.0,0.0,1,6,0,2,1,3
343,0,2,0,28.0,0,0,13.0,0.0,0,1,1,1,1,1
344,0,2,0,25.0,0,0,13.0,0.0,0,1,1,1,1,1
345,0,2,0,36.0,0,0,13.0,0.0,0,1,1,1,2,1
346,1,2,1,24.0,0,0,13.0,0.0,1,1,1,2,1,1
347,1,2,1,40.0,0,0,13.0,0.0,0,1,1,2,2,1
348,1,3,1,21.5,1,0,16.1,0.0,0,2,0,3,1,2
349,1,3,0,3.0,1,1,15.9,0.0,0,3,0,4,0,2
350,0,3,0,42.0,0,0,8.6625,0.0,0,1,1,1,2,1
351,0,3,0,23.0,0,0,9.225,0.0,0,1,1,1,1,1
352,0,1,0,40.0,0,0,35.0,0.0,1,1,1,1,2,3
353,0,3,0,15.0,1,1,7.2292,1.0,0,3,0,1,0,0
354,0,3,0,25.0,1,0,17.8,0.0,0,2,0,1,1,2
355,0,3,0,25.0,0,0,7.225,1.0,0,1,1,1,1,0
356,0,3,0,28.0,0,0,9.5,0.0,0,1,1,1,1,1
357,1,1,1,22.0,0,1,55.0,0.0,1,2,0,2,1,3
358,0,2,1,38.0,0,0,13.0,0.0,0,1,1,2,2,1
359,1,3,1,21.5,0,0,7.8792,2.0,0,1,1,2,1,0
360,1,3,1,21.5,0,0,7.8792,2.0,0,1,1,2,1,0
361,0,3,0,40.0,1,4,27.9,0.0,0,6,0,1,2,2
362,0,2,0,29.0,1,0,27.7208,1.0,0,2,0,1,1,2
363,0,3,1,45.0,0,1,14.4542,1.0,0,2,0,3,2,1
364,0,3,0,35.0,0,0,7.05,0.0,0,1,1,1,2,0
365,0,3,0,25.0,1,0,15.5,2.0,0,2,0,1,1,2
366,0,3,0,30.0,0,0,7.25,0.0,0,1,1,1,1,0
367,1,1,1,60.0,1,0,75.25,1.0,1,2,0,3,3,3
368,1,3,1,21.5,0,0,7.2292,1.0,0,1,1,3,1,0
369,1,3,1,21.5,0,0,7.75,2.0,0,1,1,2,1,0
370,1,1,1,24.0,0,0,69.3,1.0,1,1,1,3,1,3
371,1,1,0,25.0,1,0,55.4417,1.0,1,2,0,1,1,3
372,0,3,0,18.0,1,0,6.4958,0.0,0,2,0,1,1,0
373,0,3,0,19.0,0,0,8.05,0.0,0,1,1,1,1,1
374,0,1,0,22.0,0,0,135.6333,1.0,0,1,1,1,1,3
375,0,3,1,3.0,3,1,21.075,0.0,0,5,0,2,0,2
376,1,1,1,35.0,1,0,82.1708,1.0,0,2,0,3,2,3
377,1,3,1,22.0,0,0,7.25,0.0,0,1,1,2,1,0
378,0,1,0,27.0,0,2,211.5,1.0,1,3,0,1,1,3
379,0,3,0,20.0,0,0,4.0125,1.0,0,1,1,1,1,0
380,0,3,0,19.0,0,0,7.775,0.0,0,1,1,1,1,0
381,1,1,1,42.0,0,0,227.525,1.0,0,1,1,2,2,3
